ID,question,answer,relevance
5855,how many amendments in the US constitution,"To date , no convention for proposing amendments has been called by the states , and only once—in 1933 for the ratification of the twenty-first amendment —has the convention method of ratification been employed .",0
220,who wrote the song in the mood,`` In the Mood '' is a big band era # 1 hit recorded by American bandleader Glenn Miller .,1
4748,what does 1 year mean to the planet,"During one orbit around the Sun , the Earth rotates about its own axis 366.26 times , creating 365.26 solar days , or one sidereal year .",1
5254,what does the universal law of gravitation state,"Assuming SI units , F is measured in newtons ( N ) , m1 and m2 in kilograms ( kg ) , r in meters ( m ) , and the constant G is approximately equal to .",0
1648,where is dia de los muertos celebrated,"In Spain , there are festivals and parades , and , at the end of the day , people gather at cemeteries and pray for their dead loved ones .",0
376,when was fdr elected as president,He also influenced the later creation of the United Nations and Bretton Woods .,0
1235,when did the civil war start and where,"Hostilities began on April 12 , 1861 , when Confederate forces fired upon Fort Sumter , a key fort held by Union troops in South Carolina .",0
6234,what president made decision to buy louisiana,"At the time , the purchase faced domestic opposition because it was thought to be unconstitutional .",0
8645,where did the persian war take place,The collision between the fractious political world of the Greeks and the enormous empire of the Persians began when Cyrus the Great conquered Ionia in 547 BC .,0
2057,What is the disk defragmenter tool,"In the maintenance of file systems , defragmentation is a process that reduces the amount of fragmentation .",1
82,when did lucy stone died,"Lucy Stone ( August 13 , 1818 – October 19 , 1893 ) was a prominent American abolitionist and suffragist , and a vocal advocate and organizer promoting rights for women .",1
9206,What are context effects of memory ?,"However , the research literature on context-dependent memory describes a number of different types of contextual information that may affect recall such as environmental context-dependent memory , state-dependent learning , cognitive context-dependent memory and mood-congruent memory .",0
3762,what is melissa and joey about,"The series follows local politician Mel Burke ( Melissa Joan Hart ) and Joe Longo ( Joey Lawrence ) , whom Mel hires to look after her niece and nephew after a Ponzi scheme leaves him broke .",1
2276,What U.S. President 's head has been featured on the nickel ( five-cent coin ) since 1938 ?,"The silver half dime , equal to five cents , had been issued since the 1790s .",0
2146,Who Makes Nexen Tires,"The company 's name is reflected in the company slogan , `` Next Century Tire . ''",0
3418,what are square diamonds called ?,Accredited Gem Appraisers ( AGA ) and American Gem Society Laboratory ( AGSL ) and European Gem Laboratories-USA ( EGL-USA ) are currently the only labs that grade the Princess cut for cut .,0
2229,where was the fugitive slave law made,"It declared that all runaway slaves were , upon capture , to be returned to their masters .",0
4720,what does ( sic ) mean ?,the Swiss Interbank Clearing system,0
5039,what are tires made of,Stacked and standing car tires,0
222,who wrote the song in the mood,"In 1999 , National Public Radio ( NPR ) included the 1939 Glenn Miller recording on RCA Bluebird on the NPR 100 , the list of `` The 100 most important American musical works of the 20th century '' .",0
7884,what is section eight housing,"It operates through several programs , the largest of which , the Housing Choice Voucher program , pays a large portion of the rents and utilities of about 2.1 million households .",1
4255,how south african leaders are elected,The 1993 and later constitutions limits the president 's time in office to two five-year terms .,0
7802,where did erisa come from,"The Employee Retirement Income Security Act of 1974 ( ERISA ) ( , codified in part at ) is a federal law which establishes minimum standards for pension plans in private industry and provides for extensive rules on the federal income tax effects of transactions associated with employee benefit plans .",1
3827,what age group is generation x,"Before that , it had been used for various subcultures or countercultures after the 1950s .",0
3927,what is sims language,It is also featured to an extent in Firaxis Games ' Sid Meier 's SimGolf .,0
2518,when was washington elected president,"His leadership style established many forms and rituals of government that have been used since , such as using a cabinet system and delivering an inaugural address .",0
150,when was scooby doo created,"Mystery Incorporated , aired on Cartoon Network from 2010 to 2013 .",0
3025,What did Lawrence Joshua Chamberlain do ?,"For his gallantry at Gettysburg , he was awarded the Medal of Honor .",0
9008,what are the arb medications,"Armee Revolutionnaire Bretonne ( Breton Revolutionary Army ) , an armed Breton Nationalist secret society that has attacked France .",0
4675,what do porcupines eat,"Weighing , they are rounded , large and slow .",0
2928,who is norah jones parents,"Norah Jones ( born Geetali Norah Jones Shankar ; March 30 , 1979 ) is an American singer-songwriter , pianist , and actress .",0
8768,what year did john adams become president ?,"Adams was the father of John Quincy Adams , the sixth President of the United States .",0
4487,what did ronald reagan do as president,"Some of his most notable films include Knute Rockne , All American ( 1940 ) , Kings Row ( 1942 ) , and Bedtime for Bonzo ( 1951 ) .",0
7774,when slavery abolished,In 1787 Congress prohibited slavery in the Northwest Territory .,0
5873,how many babies are in a typical raccoon litter,The kits are subsequently raised by their mother until dispersion in late fall .,0
9712,what is gravy made of,Instant gravy granules,0
8126,what are the side effects for lyme disease,"Borrelia burgdorferi sensu stricto is the main cause of Lyme disease in North America , whereas Borrelia afzelii and Borrelia garinii cause most European cases .",0
9390,what is am 2201,"Caution should be taken if using this substance as it is active at doses as small as 500 μg ( micrograms ) , has a very steep dose-response curve , and tolerance builds up very quickly to the effects .",0
7735,where did the early humans live ?,"During the next million years a process of encephalization began , and with the arrival of Homo erectus in the fossil record , cranial capacity had doubled to 850 cm3 .",0
269,how does weather happen,The strong temperature contrast between polar and tropical air gives rise to the jet stream .,0
8795,who discovered neptune the planet,"With a prediction by Urbain Le Verrier , telescopic observations confirming the existence of a major planet were made on the night of September 23–24 , 1846 , at the Berlin Observatory , by astronomer Johann Gottfried Galle ( assisted by Heinrich Louis d'Arrest ) , working from Le Verrier 's calculations .",1
2653,who owns joe 's crab shack,"A Joe 's Crab Shack branch in San Diego , CA .",0
2239,When was Apple Computer founded,", Apple maintains 394 retail stores in fourteen countries as well as the online Apple Store and iTunes Store .",0
5621,what made the civil war different from others,"The mobilization of civilian factories , mines , shipyards , banks , transportation and food supplies all foreshadowed World War I .",0
8789,where scottsdale ?,"Scottsdale ( O'odham Vaṣai S-vaṣonĭ ; Yaqui Eskatel ) is a city in the eastern part of Maricopa County , Arizona , United States , adjacent to Phoenix .",1
1447,Who was John Adam 's children,"John Adams ( October 30 , 1735 ( O.S . October 19 , 1735 ) – July 4 , 1826 ) was the second president of the United States ( 1797–1801 ) , having earlier served as the first vice president of the United States .",0
7776,when slavery abolished,"The nation was polarized into slave and free states along the Mason-Dixon Line , which separated Pennsylvania and Maryland .",0
6316,how many muscles in the human body,"There are approximately 642 skeletal muscles within the typical human , and almost every muscle constitutes one part of a pair of identical bilateral muscles , found on both sides , resulting in approximately 320 pairs of muscles , as presented in this article .",1
6261,what month is the president inaugurated,"When a new president takes over mid-term due to the death or resignation of a president , the oath of office is administered but formal , public inauguration events have not been held .",0
7828,what are loan originations,Certain people and organizations specialize in loan origination .,0
7312,how is schizophrenia diagnosed ?,"People with schizophrenia are likely to have additional ( comorbid ) conditions , including major depression and anxiety disorders ; the lifetime occurrence of substance use disorder is almost 50 % .",0
8490,when does black friday start for christmas,"Black Friday shopping is known for attracting aggressive crowds , with annual reports of assaults , shootings , and throngs of people trampling on other shoppers in an attempt to get the best deal on a product before supplies run out .",0
7093,what is the lowest temperature ever recorded in antarctica,"Even so , on most parts of the continent the snow rarely melts and is eventually compressed to become the glacial ice that makes up the ice sheet .",0
1804,where is mark sanchez from,He eventually was replaced towards the end of the 2012 season with Greg McElroy .,0
1002,who shot franz ferdinand,"On 28 June 1914 , Archduke Franz Ferdinand of Austria , heir presumptive to the Austro-Hungarian throne , and his wife , Sophie , Duchess of Hohenberg , were shot dead in Sarajevo , by Gavrilo Princip , one of a group of six Bosnian Serb assassins coordinated by Danilo Ilić .",1
7360,what was the post modernist era in literature ?,"While there is little consensus on the precise characteristics , scope , and importance of postmodern literature , as is often the case with artistic movements , postmodern literature is commonly defined in relation to a precursor .",0
9307,how many nature oceans are on earth,"The Mars ocean hypothesis suggests that nearly a third of the surface of Mars was once covered by water , though the water on Mars is no longer oceanic , and a runaway greenhouse effect may have boiled away the global ocean of Venus .",0
9777,what does a plus-minus sign mean,"In experimental sciences , the sign commonly indicates the confidence interval or error in a measurement , often the standard deviation or standard error .",0
4871,what can silk be used for,The best-known type of silk is obtained from the cocoons of the larvae of the mulberry silkworm Bombyx mori reared in captivity ( sericulture ) .,0
6325,what structure is disulfide bonds,The terminology is widely used in biochemistry .,0
293,WHO IS HENRY SAMPSON JR .,"Henry T. Thomas Sampson , Jr. ( born in Jackson , Mississippi in 1934 ) is an African-American inventor .",1
9194,WHO WAS IN THE MOVIE I CONFESS WITH MONTGOMERY CLIFT,"I Confess is a 1953 drama film directed by Alfred Hitchcock , and starring Montgomery Clift as Fr . Michael William Logan , a Catholic priest , Anne Baxter as Ruth Grandfort , and Karl Malden as Inspector Larrue .",1
2738,how did mohammed gandhi die,He saw the villages as the core of the true India and promoted self-sufficiency ; he did not support the industrialization programs of his disciple Jawaharlal Nehru .,0
8262,what happens to the light independent reactions of photosynthesis ?,Plants do not carry out the Calvin cycle by night .,0
5874,how many babies are in a typical raccoon litter,"Although captive raccoons have been known to live over 20 years , their average life expectancy in the wild is only 1.8 to 3.1 years .",0
8683,when did freddie mercury die,"Allmusic has characterised Mercury as `` one of rock 's greatest all-time entertainers '' , who possessed `` one of the greatest voices in all of music '' .",0
2138,Who Moved My Cheese Synopsis,Who Moved My Cheese ?,0
6169,what state is area code 419,"The main area code , 419 , was created as one of the original area codes in October 1947 ; the overlay area code 567 was created on January 1 , 2002 .",0
136,WHERE WAS JOHN WAYNE BORN,"Wayne moved to Orange County , California in the 1960s , and was a prominent Republican in Hollywood , supporting anti-communist positions .",0
3292,what is auto quarter panel,"On an automobile , a quarter panel ( or rear wing as it is known in British English ) is usually considered the body panel which goes between the rear door and the trunk and typically wraps around the wheel well ; however , the similar front section Fender ( vehicle ) , between the door and the hood , is sometimes incorrectly referred to as a quarter panel .",1
1548,where is the country andorra located,"Its capital , Andorra la Vella , is the highest capital city in Europe , at an elevation of above sea level .",0
7340,how much does united states spend on health care,A 2004 Institute of Medicine ( IOM ) report said : `` The United States is among the few industrialized nations in the world that does not guarantee access to health care for its population . '',0
5253,what does the universal law of gravitation state,"In modern language , the law states the following:",0
8293,what is vitamin a for,"The associated acid ( retinoic acid ) , a metabolite that can be irreversibly synthesized from vitamin A , has only partial vitamin A activity , and does not function in the retina for the visual cycle .",0
5488,what it is a pilot study,"Pilot studies , therefore , may not be appropriate for case studies .",0
811,who was the first one to invent medicine,"Advanced research centers opened in the early 20th century , often connected with major hospitals .",0
529,who sang what a wonderful world,"The publishing for this song is controlled by Memory Lane Music Group , Carlin Music Corp. , and Bug Music , Inc .",0
3024,What did Lawrence Joshua Chamberlain do ?,"Although having no earlier education in military strategies , he became a highly respected and decorated Union officer , reaching the rank of brigadier general ( and brevet major general ) .",0
992,how does Delaware support its claim to being the first state ?,"The state takes its name from Thomas West , 3rd Baron De La Warr , an English nobleman and Virginia 's first colonial governor , after whom what is now called Cape Henlopen was originally named .",0
4753,what does 1 year mean to the planet,"The planet is home to millions of species of life , including humans .",0
4971,what is `` thin film '' technology,Ceramic thin films are in wide use .,0
9195,WHO WAS IN THE MOVIE I CONFESS WITH MONTGOMERY CLIFT,"Biographers say Hitchcock had trouble with `` Method `` actors such as Clift and Paul Newman , who worked with him in Torn Curtain ( 1966 ) .",0
4893,what is 9/11 bombings,"Numerous memorials have been constructed , including the National September 11 Memorial & Museum in New York , the Pentagon Memorial , and the Flight 93 National Memorial in Pennsylvania .",0
2003,who created facebook,"According to Social Media Today , in April 2010 an estimated 41.6 % ( 129.5 million ) of the U.S. population had a Facebook account .",0
4201,what is kathmandu known for,The city stands at an elevation of approximately in the bowl-shaped Kathmandu Valley of central Nepal .,0
2147,where the streets have no name filming location,`` Where the Streets Have No Name '' is a song by rock band U2 .,0
1855,When did the New Deal start,"In the 1960s , Lyndon B. Johnson 's Great Society used the New Deal as inspiration for a dramatic expansion of liberal programs , which Republican Richard M. Nixon generally retained .",0
289,WHO QUALIFIES AS A DOMESTIC PARTNER IN CA,"As such , California domestic partnerships are functionally equivalent to civil unions offered in several other states .",0
4572,what do biologists do,"Biologists involved in applied research attempt to develop or improve medical , industrial or agricultural processes .",0
7319,what is the rule of the 9s,Different percentages are used because the ratio of the combined surface area of the head and neck to the surface area of the limbs is typically larger in children than that of an adult .,0
4551,what did benedict arnold die,"After the plan was exposed in September 1780 , he was commissioned into the British Army as a brigadier general .",0
7739,where did the early humans live ?,"Archaic Homo sapiens , the forerunner of anatomically modern humans , evolved between 400,000 and 250,000 years ago .",0
2391,who made facebook,"Entertainment Weekly included the site on its end-of-the-decade `` best-of '' list , saying , `` How on earth did we stalk our exes , remember our co-workers ' birthdays , bug our friends , and play a rousing game of Scrabulous before Facebook ? ''",0
3737,what is eggnog made of,"A carton and a glass of eggnog from Montreal , Canada , showing its French facade ( English reverse ) and the French term lait de poule ( literally , `` hen 's milk '' )",0
3299,what is black hairy tongue disease,"Predisposing factors include smoking , xerostomia ( dry mouth ) , soft diet , poor oral hygiene and certain medications .",0
1601,Who is General Grievous of Star Wars,His acts of wanton aggression and high Jedi body count would prompt the galaxy to give him the nickname the Knightslayer .,0
184,when was queen elizabeth ii married,"Major events in the Queen 's reign have included the Troubles in Northern Ireland , the Falklands War , wars with Iraq and the War in Afghanistan .",0
4189,what are grits made from,"The word `` grits '' derives from the Old English word `` grytt , '' meaning coarse meal .",0
1690,how a rocket engine works,RS-68 being tested at NASA 's Stennis Space Center .,0
7655,what are metaphors used for,"In simpler terms , a metaphor compares two objects or things without using the words `` like '' or `` as '' .",0
6357,what part of the pig is bacon,Typical strip of bacon .,0
5693,what is the source of geothermal energy,"The magma heats rock and water in the crust , sometimes up to 370 °C ( 700 °F ) .",0
6158,what state is Mn,"The remainder of the state consists of western prairies now given over to intensive agriculture ; deciduous forests in the southeast , now cleared , farmed and settled ; and the less populated North Woods , used for mining , forestry , and recreation .",0
2357,who made the original care bears,The premiere of the series utilizes `` 30 years of caring '' .,0
5762,what is tmz stand for,"TMZ is a celebrity news website that debuted on November 8 , 2005 .",0
8634,what composer used sound mass,"Techniques which may create or be used with sound mass include extended techniques such as muted brass or strings , flutter tonguing , wide vibrato , extreme ranges , and glissandos .",0
2413,where are the kidneys in your body,"Cancers , cysts , and some other renal conditions can be managed with removal of the kidney , or nephrectomy .",0
4024,what is el morro in puerto rico,"Castillo San Felipe del Morro also known as Fort San Felipe del Morro or Morro Castle , is a 16th-century citadel located in San Juan , Puerto Rico .",1
9709,"how big is bmc software in houston , tx","For 2011 , the company recorded an annual revenue of $ 2.1 billion , making it the # 20 largest software company in terms of revenue for that year .",1
6019,what state was the civil war in,Foreign powers did not intervene .,0
1729,who is in the group trinity 5 7,The album became the group 's second # 1 album on the Top Gospel charts .,0
6190,what state is pike 's peak in ?,Mountain bikes are permitted in certain portions of the park .,0
6549,how is canada 's health care,"One commonly cited comparison , the 2000 World Health Organization 's ratings of `` overall health service performance '' , which used a `` composite measure of achievement in the level of health , the distribution of health , the level of responsiveness and fairness of financial contribution '' , ranked Canada 30th and the US 37th among 191 member nations .",0
6016,how many games did brett favre start in a row,He is also referred to by his nickname `` The Gunslinger '' .,0
3722,what is a mms message,"The standard is developed by the Open Mobile Alliance ( OMA ) , although during development it was part of the 3GPP and WAP groups .",0
5901,how many seasons of grey 's anatomy are there,"The surgical wing is primarily supervised by Dr. Richard Webber ( James Pickens , Jr. ) , who is eventually replaced by Dr. Derek Shepherd ( Patrick Dempsey ) , and later Dr. Owen Hunt ( Kevin McKidd ) .",0
365,when was fdr elected as president,"As World War II loomed after 1938 , with the Japanese invasion of China and the aggression of Nazi Germany , FDR gave strong diplomatic and financial support to China and Great Britain , while remaining officially neutral .",0
4263,what is a contingent fee with an attorney,Contingent fees are usually calculated as a percentage of the client 's net recovery . '',0
29,who wrote puff the magic dragon,The song achieved great popularity .,0
4944,what happened to stevie ray vaughan,He was posthumously inducted into the Blues Hall of Fame in 2000 and a memorial statue was erected in Austin 's Auditorium Shores park .,0
5274,what countries are in central america ?,"Central America is an area of , or almost 0.1 % of the Earth 's surface .",0
1029,who sang cool jerk,"The Go-Go 's , Todd Rundgren , Big Trouble , Human Sexual Response , The La De Da 's , The Creation , and The Coasters have covered the song .",0
4637,what do mucous membranes secrete,"The sticky , thick fluid secreted by the mucous membranes and glands is termed mucus .",1
3218,who is the current Chief Justice of the U.S. supreme court ?,He presides over oral arguments before the court .,0
7677,what is the name of the wizard of oz,"The character was further popularized by the classic 1939 movie , wherein his full name is not mentioned .",1
1113,who rules communism government,"According to Marxist–Leninists , the state is a tool in the hands of the ruling class , which in a socialist society is the working class , so a socialist state is , according to Leninists , a state of the working class .",0
5141,what country is belize in,"Belize 's abundance of terrestrial and marine species , and its diversity of ecosystems give it a key place within the globally significant Mesoamerican Biological Corridor .",0
8935,where is penn state stadium,"It is home to the Penn State Nittany Lions of the Big Ten Conference since 1960 , though some parts of the stadium date back to 1909 .",0
4119,what are dialysis tubes,"Larger molecules ( such as proteins , or polysaccharides ) that have dimensions significantly greater than the pore diameter are retained inside the dialysis bag .",0
483,how did the penguins acquire sidney crosby,"Crosby started the 2007–08 season with the team 's captaincy and subsequently led them to the 2008 Stanley Cup Finals , where they were defeated by the Detroit Red Wings in six games .",0
940,when did world war 2 end,These deaths make World War II by far the deadliest conflict in human history .,0
8117,how many people live in atlanta georgia,"Revitalization of Atlanta 's neighborhoods , initially spurred by the 1996 Olympics , has intensified in the 21st century , altering the city 's demographics , politics , and culture .",0
8564,what does life insurance cover ?,"Specific exclusions are often written into the contract to limit the liability of the insurer ; common examples are claims relating to suicide , fraud , war , riot and civil commotion .",0
9055,what are the three primary colors in the subtractive color model,"Subtractive color systems start with light , presumably white light .",0
9169,what are banana plugs for,Audiophile banana plugs connected to a loudspeaker,0
5542,how many presidents of the us,"The White House , the president 's official residence and center of the administration",0
5088,what country is madrid spain in,"Is the 10th most livable city in the world according to Monocle magazine , in its 2010 index .",0
3030,who is victoria jackson from saturday night live,"She has received attention as a vocal critic of President Barack Obama , and is an active participant in the Tea Party movement .",0
7390,when did thomas jefferson become president,"In May 1785 , he became the United States Minister to France .",0
7746,who did richard nixon refer to as the silent majority,"The phrase was used in the 19th century as a euphemism referring to all the people who have died , and others have used it before and after Nixon to refer to groups of voters in various nations of the world .",0
6405,what states have legalized prostitution,"Currently , Nevada is the only state to allow brothel prostitution , the terms of which are stipulated in the Nevada Revised Statutes .",1
6895,how is ASP.NET different from .NET,ASP.NET is a server-side Web application framework designed for Web development to produce dynamic Web pages .,1
3029,who is victoria jackson from saturday night live,"Victoria Jackson ( born August 2 , 1959 ) is an American comedian , actress , satirist , singer and internet blogger best known as a cast member of the NBC television sketch comedy series Saturday Night Live ( SNL ) from 1986 to 1992 .",1
260,What Are Mnemonic Devices,The artificial memory in contrast has to be trained and developed through the learning and practicing of a variety of mnemonic techniques .,0
4455,what county is san jose in ?,The city has taken definite steps to avoid becoming `` L.A. North '' .,0
9789,what forms seasons,"However , ecologists mostly use a six season model for temperate climate regions that includes pre-spring ( prevernal ) and late summer ( serotinal ) as distinct seasons along with the traditional four .",0
2135,where is valley village ca,Valley Village ParkValley,0
9544,what tensions preceded the berlin blockade,The success of the Berlin Airlift brought embarrassment to the Soviets who had refused to believe it could make a difference .,0
6866,when Harry met Sally case,"In early 2004 , the film was adapted for the stage in a production starring Luke Perry and Alyson Hannigan .",0
4581,what do cyberstalkers do,Many stalkers – online or off – are motivated by a desire to control their victims .,0
1543,where is the chupacabra found,"Sighting reports of the Chupacabra have been disregarded as uncorroborated or lacking evidence , while most reports in northern Mexico and the southern United States have been verified as canids afflicted by mange .",0
7796,when slavery abolished,"Slaves could gain freedom only by running away ( which was difficult and illegal to do ) , or by manumission by owners , which was regulated by states , and became increasingly difficult or prohibited .",0
9312,how many nature oceans are on earth,Ocean planets are a hypothetical type of planet with a surface completely covered with liquid .,0
9084,what bird family is the owl,"Owls are characterized by their small beaks and wide faces , and are divided into two families : the typical owls , Strigidae ; and the barn-owls , Tytonidae .",0
7427,HOW MANY STRIPES ARE ON THE AMERICAN FLAG,"Nicknames for the flag include the `` Stars and Stripes '' , `` Old Glory `` , and `` The Star-Spangled Banner . ''",0
4048,what is feedback mechanism in plants during respiration,"While the overall reaction is a combustion reaction , no single reaction that comprises it is a combustion reaction .",0
9113,what does the federal reserve do,"The FOMC is the committee responsible for setting monetary policy and consists of all seven members of the Board of Governors and the twelve regional bank presidents , though only five bank presidents vote at any given time ( the president of the New York Fed and four others who rotate through one-year terms ) .",0
5629,what the names of destiny 's child,"Both Roberson and Luckett were soon replaced with Williams and Farrah Franklin ; however , in 2000 , Franklin was dismissed , leaving them as a trio .",0
1112,who rules communism government,"Historically , a `` communist state '' referred to a system where public ownership of all or most means of production by the Communist party -run state is deemed necessary to further the interests of the working class ; today , a communist state can also , for instance , refer to contemporary China and Vietnam , where a Communist Party-run state exists alongside a mixed economy .",0
5285,what continent is australia,"Australia is a continent comprising mainland Australia , Tasmania , New Guinea , Seram , possibly Timor , and neighbouring islands .",1
4612,what day is the feast of st joseph 's ?,"In the new calendar published in 1969 , the feast , which at one time occupied the highest possible rank in the Church calendar , was reduced to an optional Memorial , the lowest rank for a saint 's day .",0
5984,how many countries have english as an official language,"In many countries English is the dominant language , but does not have official status .",0
1708,who is inventor of the radio,"After Maxwell 's theory was published many people experimented with wireless communication , some intentionally using Maxwell 's theory some not .",0
659,when did the cold war start,"The US and USSR became involved in political and military conflicts in the Third World countries of Latin America , Africa , the Middle East , and Southeast Asia .",0
5344,what does xylem transport,"Schematic cross section of part of leaf , xylem shown as red circles at figure 8 .",0
461,when did charles dickens live,"Although he had little formal education , his early impoverishment drove him to succeed .",0
5893,how many seasons of grey 's anatomy are there,"Grey 's Anatomy is an American television medical drama that premiered on the American Broadcasting Company ( ABC ) , as a mid-season replacement on March 27 , 2005 .",0
589,who sung the banana boat song,"`` Day-O ( The Banana Boat Song ) '' is a traditional Jamaican mento folk song , the best-known version of which was sung by Harry Belafonte and an alternate version interspersed with another Jamaican folksong , Hill and Gully Rider , by Dame Shirley Bassey .",1
7547,what country is turkey in,The vast majority of the population is Muslim .,0
9656,who won the super in xl1,"Meanwhile , the Bears , who posted an NFC-best 13–3 regular season record , were making their first appearance since winning Super Bowl XX in the 1985 season .",0
9361,how many xbox 360 games are there,The column `` Exclusive '' indicates whether the Xbox 360 is the only platform on which the game is available .,0
3462,what is captcha code,"A CAPTCHA is sometimes described as a reverse Turing test , because it is administered by a machine and targeted at a human , in contrast to the standard Turing test that is typically administered by a human and targeted at a machine .",0
3783,what is mpeg4 avc or sp/asp,The project partnership effort is known as the Joint Video Team ( JVT ) .,0
3520,what is a forward in soccer,Barcelona FC star Lionel Messi is a typical Attacking Midfielder seen as a forward due to his shot accuracy .,0
5113,what causes the seasons,The six ecological seasons,0
2205,who founded walmart,"Wal-Mart Stores , Inc. ( ) , branded as Walmart , is an American multinational retail corporation that runs chains of large discount department stores and warehouse stores .",0
2266,where is basque spoken,"They and other regions were consolidated into a single département in 1790 under the name Basses-Pyrénées , a name which persisted until 1970 .",0
3748,what is el mate,"The straw is called a bombilla in some Latin American countries , a bomba in Portuguese , and a bombija or , more generally , a masassa ( type of straw ) in Arabic .",0
3598,what is a lapping machine,This is one twentieth of the wavelength of light from the commonly used 632.8 nm helium neon laser light source .,0
6791,when barack obama was born,"He then defeated Republican nominee John McCain in the general election , and was inaugurated as president on January 20 , 2009 .",0
4850,what holiday is first weekend of september,"Labor Day is an American federal holiday observed on the first Monday in September , that celebrates the economic and social contributions of workers .",1
941,when did world war 2 end,"The Empire of Japan aimed to dominate East Asia and was already at war with the Republic of China in 1937 , but the world war is generally said to have begun on 1 September 1939 with the invasion of Poland by Germany and subsequent declarations of war on Germany by France and Britain .",0
9223,What is the function of albumin ?,The gene for albumin is located on chromosome 4 and mutations in this gene can result in anomalous proteins .,0
8524,how much is 1 tablespoon of water,"In the US and parts of Canada , a tablespoon is the largest type of spoon used for eating from a bowl .",0
9697,who makes triumph motorcycles,"Norton Villiers Triumph , a defunct British motorcycle manufacturer",0
6802,what is surname and given name,"A given name is purposefully given , usually by a child 's parents at or near birth , in contrast to an inherited one such as a family name .",0
6206,how many episodes of Lost were there,`` U.S. viewers ( million ) '' refers to the number of Americans in millions who watched the episode live .,0
5436,what triggered the civil war,"In the 1860 presidential election , Republicans , led by Abraham Lincoln , opposed expanding slavery into United States ' territories .",0
7574,what do jehovah witnesses believe,"They reject Trinitarianism , inherent immortality of the soul , and hellfire , which they consider to be unscriptural doctrines .",0
9624,what is direct marketing channel,Characteristics that distinguish direct marketing are:,0
807,who was the first one to invent medicine,"During the Renaissance , understanding of anatomy improved , and the microscope was invented .",0
7504,who said give me liberty or give me death,"On that day , at St. John 's Church in Richmond , Virginia , and is credited with having swung the balance in convincing the Virginia House of Burgesses to pass a resolution delivering the Virginia troops to the Revolutionary War .",0
3548,what is a gasser car,"Gassers were based on production models from the 1930s to mid-1960s , which have been stripped of extraneous weight and jacked up using a truck beam axle to provide better weight distribution on acceleration ( Beam axles are also lighter than an independent front suspension ) , though a raised stock front suspension is common as well .",0
411,who played the drums in the band cream back in 1968,Cream are widely regarded as being the world 's first successful supergroup .,0
5151,what country has the most muslims in the world,"Islam is the predominant religion in the Middle East , in Sahel , in the Horn of Africa and northern Africa , and in some parts of Asia .",0
3843,what is prefix phone number,It shows which exchange the remaining numbers refer to .,0
7599,what was the cash and carry lend lease,"It was signed into law on March 11 , 1941 , a year and a half after the outbreak of World War II in Europe in September 1939 .",0
1870,When did F15s first fly,Its design included a secondary ground-attack capability that was largely unused .,0
2075,where was the super bowl in 1991,He was the first awardee to receive the newly named `` Pete Rozelle Trophy '' ( named for the former commissioner ) .,0
6225,what president made decision to buy louisiana,"1804 map of `` Louisiana `` , edged on the west by the Rocky Mountains .",0
6116,how many district are in west bengal,"The block-level organizations are called Panchayat Samiti , and the district-level organizations are named Zilla Parishad .",0
9001,what are the arb medications,"Angiotensin receptor blocker ( antagonist ) , a medication for treating high blood pressure",1
4239,what is high sticking in hockey,This can result in a stoppage of play or in a penalty .,0
2931,who is norah jones parents,"In 2002 , she launched her solo music career with the release of the commercially successful and critically acclaimed album Come Away with Me , a fusion of country music and pop with elements of jazz which was certified diamond album , selling over 26 million copies .",0
7830,what are loan originations,There are many different types of loans .,0
5102,what causes the seasons,"A season is a subdivision of the year , marked by changes in weather , ecology , and hours of daylight .",0
2989,where in the world are smallpox common,"As recently as 1967 , the World Health Organization ( WHO ) estimated that 15 million people contracted the disease and that two million died in that year .",0
5114,what causes the seasons,"The four calendar seasons , depicted in an ancient Roman mosaic from Tunisia",0
22,when did expos become nationals,"In , the Expos won a division championship , won their first-ever playoff series by defeating the Philadelphia Phillies , 3–2 , and advanced to the National League Championship Series , where they would go on to lose to the Los Angeles Dodgers , 3–2 , in their only postseason appearance during the strike-shortened season .",0
1496,Who is the rap singer in right round with kesha in the background ? * ( dancer ) *,It was released to radio on 27 January 2009 and was digitally released on 10 February by Poe Boy Entertainment and Atlantic Records .,0
1718,where is keith whitley from,"Whitley 's brief career in mainstream country music lasted from 1984 until his death in 1989 , but he continues to influence an entire generation of singers and songwriters .",0
3199,who is the actor that plays harry potter,( v ) indicates the actor or actress lent only his or her voice for his or her film character,0
9768,what are arizona 's symbols,Most of the symbols were adopted in the 20th century .,0
1304,when did the civil rights movement begin,"The process was long and tenuous in many countries , and many of these movements did not fully achieve their goals although , the efforts of these movements did lead to improvements in the legal rights of previously oppressed groups of people .",0
2783,when was the world of coca cola built,"Its well-known advertising as well as a host of entertainment areas and attractions , and is located in Atlanta , Georgia ( where the company 's headquarters are located ) at Pemberton Place ( named in honor of John Pemberton , the inventor of Coca-Cola ) .",0
8123,who is the group enigma,Peter Cornelius also contributed to Enigma during the 1990s .,0
4481,what did mia hamm do his work,"Washington Post columnist Michael Wilbon called Hamm , `` Perhaps the most important athlete of the last 15 years . ''",0
6667,what year did martin luther king die,A memorial statue on the National Mall was opened to the public in 2011 .,0
